"title","authors","issue","abstract","year","vol","no","start_page","end_page","pages"
"反驳文本对患方信任和道德判断的影响与机制","吕小康1,付春野2(),汪新建1","2019 Vol. 51 Issue (10)  1171-1186<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01171","采用反驳文本范式对患方进行知识修正, 提升患方对医方的信任和道德判断。预实验编制反驳文本并验证其有效性, 实验1验证反驳文本可以显著提高患方的对医信任和道德判断, 并发现医疗结果是影响患方信任和对医道德判断的重要因素。实验2和实验3探究了反驳文本有效性的作用机制及适用普遍性, 发现不确定性容忍度和宽容度在反驳文本和患方信任及道德判断之间呈链式中介作用, 且反驳文本可脱离医学情境提升普遍患方信任。",2019,51,10,1171,1186,16
"掩蔽刺激对目标识别加工的作用：来自fNIRS的证据","杨海波1,2,3,刘和珺2,章鹏2,李量4()","2019 Vol. 51 Issue (11)  1187-1197<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01187","信息掩蔽刺激(如随机字母群)对字母视觉搜索的干扰大于能量掩蔽刺激(如将字母群像素随机化后的散点), 但相应的中枢机理还不清楚。本研究采用记录脑代谢激活模式的功能性近红外光学脑成像技术(fNIRS), 考察年轻成年被试分别在字母掩蔽、字母碎片掩蔽、像素掩蔽条件下判断上、下、左、右四个目标字母是否相同时的大脑皮层氧合血红蛋白浓度的变化。结果显示, 依字母、字母碎片、随机散点掩蔽条件顺序, 被试的搜索任务成绩显著递增, 而顶-枕皮层的激活范围与程度显著递减, 表明信息掩蔽较匹配的能量掩蔽对视觉搜索有更大的干扰作用, 并在初级和联合视觉皮层引发更大的激活。在字母碎片掩蔽条件下, 视觉初级皮层部分区域的激活水平与搜索行为绩效的相关显著, 而在字母掩蔽条件下, 视觉联合皮层部分区域的激活水平与搜索行为绩效的相关显著。这进一步说明信息掩蔽中的字母掩蔽和字母碎片掩蔽的掩蔽作用在大脑皮层上所造成的加工负载存在差异。",2019,51,11,1187,1197,11
"反馈评估的局部背景依赖效应：ERP研究","朱树青,翟昱,贾世伟()","2019 Vol. 51 Issue (11)  1198-1207<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01198","人脑对反馈的评估依赖于其所处背景。但是只能依赖整体背景(整个组块的结果范围), 还是可以依赖局部背景(单个试次的结果范围)进行评估, 目前并不清楚。本研究通过获益/损失线索操纵所在试次的反馈背景, 探讨反馈评估仅依赖整体背景, 还是可延伸到局部水平。25名被试参与实验。结果发现, 背景试次间变化时, 在获益背景下, ￥0 (负反馈)比+ ￥4 (正反馈)引发更负的FRN (feedback-related negativity); 在损失背景下, - ￥4 (负反馈)比￥0 (正反馈)引发更负的FRN。这一结果说明反馈评估以某线索背景中可能的结果为参考对象, FRN的背景依赖可以延伸到局部水平。结合前人研究, 推测任务类型和反馈真实性会调节背景依赖水平。在含真实反馈的主动性任务中, FRN的背景依赖效应可延伸至局部水平。",2019,51,11,1198,1207,10
"奖励和惩罚在注意控制过程中的优化和分离：眼动研究","张阔1,何立媛2,赵莹1,王敬欣2()","2019 Vol. 51 Issue (11)  1207-1219<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01207","通过两个眼动实验考察金钱奖励和惩罚引起的动机对个体在不同空间线索条件下注意控制加工的影响。实验1采用朝向/反向眼跳范式, 被试通过内源性线索提供心理准备的情况下做出简单的朝向眼跳以及需要抑制优势反应的反向眼跳。结果发现, 相比无奖惩条件, 奖励条件下朝向眼跳任务的正确率更高, 惩罚条件下反向眼跳任务的正确率更高; 两种眼跳任务中有奖惩条件下的眼跳峰速度均比无奖惩条件高。实验2采用Go/No-go任务, 进一步探讨了由副中央凹加工外源性边缘线索从而不能提供充分心理准备的情况下奖励和惩罚对注意控制的影响。结果发现, 奖励条件下Go反应的眼跳潜伏期更短, 惩罚条件下No-go反应正确率更高, 眼跳峰速度在两种条件下均比无奖惩条件高。以上结果表明, 奖励和惩罚均能够促进个体的注意控制, 但二者的加工过程是分离的, 奖励能够改善趋近行为, 惩罚则能够显著促进抑制控制行为, 且奖励和惩罚在注意控制加工过程中具有不同的作用模式, 奖励能够更早唤醒注意控制系统从而更快地促进行为的发生与执行, 惩罚则能够通过调节注意资源促进以目标为导向的行为中对优势反应的抑制。",2019,51,11,1207,1219,13
"预期对路径整合的影响","张为威,黄建平,宛小昂()","2019 Vol. 51 Issue (11)  1219-1228<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01219","人们通过整合自身运动信息进行的空间巡航称为路径整合。本研究采用头盔式虚拟现实和分段式虚拟迷宫, 探究个体的预期如何影响其路径整合的准确性。任务要求被试从包含4个或8个路段的外出路径的起点出发, 行经所有路段后到达外出路径的终点, 再从终点直接返回起点。三组被试在实验前接受不同的指导语, 并因此对正确返航距离产生不同的预期。实验结果表明, 个体返回起点的行为反应受到外出路径特点的影响, 而且反应的准确性在实际情形违背预期时比符合预期时更低。这样的研究结果表明, 预期作为一种非感知觉因素而影响人们进行路径整合, 体现了人类路径整合的高度适应性和策略性。",2019,51,11,1219,1228,10
"颜色范畴知觉效应发生在大脑两半球：来自纳西族和汉族的证据","谢书书1,张积家2(),朱君3","2019 Vol. 51 Issue (11)  1229-1243<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01229","采用色环搜索单任务和双任务范式, 考察语言中区分蓝、绿的汉族和语言中蓝、绿混用的纳西族对蓝色和绿色的辨别是否存在颜色范畴知觉效应(Categorical perception, 以下简称为CP效应)。结果发现：(1)纳西族对蓝色和绿色的区分比汉族困难, 体现了语言的作用; (2)语言中蓝、绿混用的纳西族与语言中区分蓝、绿的汉族都出现显著的蓝绿CP效应; (3)两个民族被试的左视野的CP效应受到图形记忆次任务的显著干扰, 说明左视野的CP效应与右脑激活有关。整个研究表明, 颜色CP效应既存在普遍的知觉机制, 也存在语言驱动机制, 语言的作用存在直接效应。研究结果支持颜色词与颜色认知的相互作用理论。",2019,51,11,1229,1243,15
"发展资源在减少青少年外化问题行为中的累积效应及关系模式","常淑敏(),张丽娅,王玲晓","2019 Vol. 51 Issue (11)  1244-1255<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01244","以1219名初一学生为被试进行间隔一年的追踪研究, 考察了发展资源对青少年当前和一年后外化问题行为的累积效应及其关系模式, 并进一步探讨了性别在关系模式中可能存在的调节作用。结果表明：(1)发展资源对青少年当前和一年后外化问题行为的减少均具有累积效应, 具体而言, 发展资源对青少年当前外化问题行为的累积效应呈二次函数的非线性模式, 而对青少年一年后外化问题行为的累积效应呈线性模式; (2)性别的调节作用仅在累积发展资源与青少年当前外化问题行为间的二次函数模式中显著。研究结果为有针对性地进行资源构建, 预防和减少青少年外化问题行为提供了依据。",2019,51,11,1244,1255,12
"越多接触就越愿意接触?取决于效价与效能","黄飞1(),王昌成1,石宽宽2,阿巴拜克热·哈力克3,李林鹏4","2019 Vol. 51 Issue (11)  1256-1268<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01256","在我国族际背景中, 检验两种效价族际接触的效应及其机制。研究1从内地和新疆抽取有过族际互动经验的维吾尔族和汉族大学生(内地、新疆的汉族、维吾尔族样本量分别为448、791, 375、901), 研究2从宁夏抽取回族和汉族中学生(回族565, 汉族957)。两个研究共在6个样本上检验积极和消极族际接触对族际接触意愿的效应, 并检验族际自我效能的中介作用。结果表明, 积极族际接触明显多于消极族际接触; 积极族际接触越多族际接触意愿越高, 消极族际接触越多族际接触意愿越低, 积极族际接触的促进效应大于消极族际接触的阻碍效应; 族际自我效能部分中介积极族际接触对族际接触意愿的效应, 能更有效的中介消极族际接触的效应; 两种效价族际接触的效应在多数群体和少数群体间总体上没有预期的差异。研究结果对于了解我国族际接触的现状和效应、丰富群际接触研究证据有理论意义, 对于加强各民族交往交流交融具有实践意义。",2019,51,11,1256,1268,13
"生成认知：理论基础与实践走向","叶浩生,曾红(),杨文登()","2019 Vol. 51 Issue (11)  1270-1280<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01270","生成认知是具身认知思潮中的一个新取向。它主张认知是通过身体活动“生成的” (enacted)。认知的起点不是一个怎样精确表征世界的信息加工问题, 而是行动者在情境中怎样利用知觉来指导自己的行动。认知不是通过精确的心理表征“恢复”世界, 而是通过知觉引导的行动“生成”或“造就”一个自己的世界。认知是具身的行动, 认知结构形成于经常和反复出现的感觉运动模式, 与身体构造和身体活动具有深刻连续性。梅洛·庞蒂的身体现象学对生成认知具有深刻影响。同时, 詹姆斯、杜威等人的实用主义哲学对于实践行动的强调也深刻影响了生成认知。这种认知观强调了“行动”对心智的意义, 引发许多争议, 也促进了心理学研究范式的转变。",2019,51,11,1270,1280,11
"孙中山的心理建设思想及其现实意义","王静,霍涌泉(),宋佩佩(),张心怡(),杨双娇,柏洋","2019 Vol. 51 Issue (11)  1281-1290<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01281","心理建设思想是孙中山革命和建设理论的重要内容。目前, 学术界对孙中山的思想在哲学、政治、文化等领域, 做了较多研究, 而从心理学视角的探索还较少。孙中山非常重视人的心理对社会政治的巨大作用, 强调心理建设对于人类发展和进步的重要意义。心理建设在他的革命与建国方略中具有极为重要的地位, 他创造性地提出了“知难行易”的命题, 强调了科学认知的艰难和重要性, 体现了孙中山独特的知行观。突出了心理建设在革命与建设中的核心价值和引领作用, 主张心理建设与社会发展和国家建设相联系。在当今时代中, 孙中山的心理建设思想依旧熠熠生辉, 他的奋斗精神、思路与方法已经成为我们实现民族复兴和现代化建设的宝贵精神财富, 具有重要的启迪作用和现实意义。",2019,51,11,1281,1290,10
"掩蔽刺激对目标识别加工的作用：来自fNIRS的证据","杨海波1,2,3,刘和珺2,章鹏2,李量4()","2019 Vol. 51 Issue (11)  1187-1197<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01187","信息掩蔽刺激(如随机字母群)对字母视觉搜索的干扰大于能量掩蔽刺激(如将字母群像素随机化后的散点), 但相应的中枢机理还不清楚。本研究采用记录脑代谢激活模式的功能性近红外光学脑成像技术(fNIRS), 考察年轻成年被试分别在字母掩蔽、字母碎片掩蔽、像素掩蔽条件下判断上、下、左、右四个目标字母是否相同时的大脑皮层氧合血红蛋白浓度的变化。结果显示, 依字母、字母碎片、随机散点掩蔽条件顺序, 被试的搜索任务成绩显著递增, 而顶-枕皮层的激活范围与程度显著递减, 表明信息掩蔽较匹配的能量掩蔽对视觉搜索有更大的干扰作用, 并在初级和联合视觉皮层引发更大的激活。在字母碎片掩蔽条件下, 视觉初级皮层部分区域的激活水平与搜索行为绩效的相关显著, 而在字母掩蔽条件下, 视觉联合皮层部分区域的激活水平与搜索行为绩效的相关显著。这进一步说明信息掩蔽中的字母掩蔽和字母碎片掩蔽的掩蔽作用在大脑皮层上所造成的加工负载存在差异。",2019,51,11,1187,1197,11
"反馈评估的局部背景依赖效应：ERP研究","朱树青,翟昱,贾世伟()","2019 Vol. 51 Issue (11)  1198-1207<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01198","人脑对反馈的评估依赖于其所处背景。但是只能依赖整体背景(整个组块的结果范围), 还是可以依赖局部背景(单个试次的结果范围)进行评估, 目前并不清楚。本研究通过获益/损失线索操纵所在试次的反馈背景, 探讨反馈评估仅依赖整体背景, 还是可延伸到局部水平。25名被试参与实验。结果发现, 背景试次间变化时, 在获益背景下, ￥0 (负反馈)比+ ￥4 (正反馈)引发更负的FRN (feedback-related negativity); 在损失背景下, - ￥4 (负反馈)比￥0 (正反馈)引发更负的FRN。这一结果说明反馈评估以某线索背景中可能的结果为参考对象, FRN的背景依赖可以延伸到局部水平。结合前人研究, 推测任务类型和反馈真实性会调节背景依赖水平。在含真实反馈的主动性任务中, FRN的背景依赖效应可延伸至局部水平。",2019,51,11,1198,1207,10
"奖励和惩罚在注意控制过程中的优化和分离：眼动研究","张阔1,何立媛2,赵莹1,王敬欣2()","2019 Vol. 51 Issue (11)  1207-1219<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01207","通过两个眼动实验考察金钱奖励和惩罚引起的动机对个体在不同空间线索条件下注意控制加工的影响。实验1采用朝向/反向眼跳范式, 被试通过内源性线索提供心理准备的情况下做出简单的朝向眼跳以及需要抑制优势反应的反向眼跳。结果发现, 相比无奖惩条件, 奖励条件下朝向眼跳任务的正确率更高, 惩罚条件下反向眼跳任务的正确率更高; 两种眼跳任务中有奖惩条件下的眼跳峰速度均比无奖惩条件高。实验2采用Go/No-go任务, 进一步探讨了由副中央凹加工外源性边缘线索从而不能提供充分心理准备的情况下奖励和惩罚对注意控制的影响。结果发现, 奖励条件下Go反应的眼跳潜伏期更短, 惩罚条件下No-go反应正确率更高, 眼跳峰速度在两种条件下均比无奖惩条件高。以上结果表明, 奖励和惩罚均能够促进个体的注意控制, 但二者的加工过程是分离的, 奖励能够改善趋近行为, 惩罚则能够显著促进抑制控制行为, 且奖励和惩罚在注意控制加工过程中具有不同的作用模式, 奖励能够更早唤醒注意控制系统从而更快地促进行为的发生与执行, 惩罚则能够通过调节注意资源促进以目标为导向的行为中对优势反应的抑制。",2019,51,11,1207,1219,13
"预期对路径整合的影响","张为威,黄建平,宛小昂()","2019 Vol. 51 Issue (11)  1219-1228<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01219","人们通过整合自身运动信息进行的空间巡航称为路径整合。本研究采用头盔式虚拟现实和分段式虚拟迷宫, 探究个体的预期如何影响其路径整合的准确性。任务要求被试从包含4个或8个路段的外出路径的起点出发, 行经所有路段后到达外出路径的终点, 再从终点直接返回起点。三组被试在实验前接受不同的指导语, 并因此对正确返航距离产生不同的预期。实验结果表明, 个体返回起点的行为反应受到外出路径特点的影响, 而且反应的准确性在实际情形违背预期时比符合预期时更低。这样的研究结果表明, 预期作为一种非感知觉因素而影响人们进行路径整合, 体现了人类路径整合的高度适应性和策略性。",2019,51,11,1219,1228,10
"颜色范畴知觉效应发生在大脑两半球：来自纳西族和汉族的证据","谢书书1,张积家2(),朱君3","2019 Vol. 51 Issue (11)  1229-1243<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01229","采用色环搜索单任务和双任务范式, 考察语言中区分蓝、绿的汉族和语言中蓝、绿混用的纳西族对蓝色和绿色的辨别是否存在颜色范畴知觉效应(Categorical perception, 以下简称为CP效应)。结果发现：(1)纳西族对蓝色和绿色的区分比汉族困难, 体现了语言的作用; (2)语言中蓝、绿混用的纳西族与语言中区分蓝、绿的汉族都出现显著的蓝绿CP效应; (3)两个民族被试的左视野的CP效应受到图形记忆次任务的显著干扰, 说明左视野的CP效应与右脑激活有关。整个研究表明, 颜色CP效应既存在普遍的知觉机制, 也存在语言驱动机制, 语言的作用存在直接效应。研究结果支持颜色词与颜色认知的相互作用理论。",2019,51,11,1229,1243,15
"发展资源在减少青少年外化问题行为中的累积效应及关系模式","常淑敏(),张丽娅,王玲晓","2019 Vol. 51 Issue (11)  1244-1255<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01244","以1219名初一学生为被试进行间隔一年的追踪研究, 考察了发展资源对青少年当前和一年后外化问题行为的累积效应及其关系模式, 并进一步探讨了性别在关系模式中可能存在的调节作用。结果表明：(1)发展资源对青少年当前和一年后外化问题行为的减少均具有累积效应, 具体而言, 发展资源对青少年当前外化问题行为的累积效应呈二次函数的非线性模式, 而对青少年一年后外化问题行为的累积效应呈线性模式; (2)性别的调节作用仅在累积发展资源与青少年当前外化问题行为间的二次函数模式中显著。研究结果为有针对性地进行资源构建, 预防和减少青少年外化问题行为提供了依据。",2019,51,11,1244,1255,12
"越多接触就越愿意接触?取决于效价与效能","黄飞1(),王昌成1,石宽宽2,阿巴拜克热·哈力克3,李林鹏4","2019 Vol. 51 Issue (11)  1256-1268<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01256","在我国族际背景中, 检验两种效价族际接触的效应及其机制。研究1从内地和新疆抽取有过族际互动经验的维吾尔族和汉族大学生(内地、新疆的汉族、维吾尔族样本量分别为448、791, 375、901), 研究2从宁夏抽取回族和汉族中学生(回族565, 汉族957)。两个研究共在6个样本上检验积极和消极族际接触对族际接触意愿的效应, 并检验族际自我效能的中介作用。结果表明, 积极族际接触明显多于消极族际接触; 积极族际接触越多族际接触意愿越高, 消极族际接触越多族际接触意愿越低, 积极族际接触的促进效应大于消极族际接触的阻碍效应; 族际自我效能部分中介积极族际接触对族际接触意愿的效应, 能更有效的中介消极族际接触的效应; 两种效价族际接触的效应在多数群体和少数群体间总体上没有预期的差异。研究结果对于了解我国族际接触的现状和效应、丰富群际接触研究证据有理论意义, 对于加强各民族交往交流交融具有实践意义。",2019,51,11,1256,1268,13
"生成认知：理论基础与实践走向","叶浩生,曾红(),杨文登()","2019 Vol. 51 Issue (11)  1270-1280<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01270","生成认知是具身认知思潮中的一个新取向。它主张认知是通过身体活动“生成的” (enacted)。认知的起点不是一个怎样精确表征世界的信息加工问题, 而是行动者在情境中怎样利用知觉来指导自己的行动。认知不是通过精确的心理表征“恢复”世界, 而是通过知觉引导的行动“生成”或“造就”一个自己的世界。认知是具身的行动, 认知结构形成于经常和反复出现的感觉运动模式, 与身体构造和身体活动具有深刻连续性。梅洛·庞蒂的身体现象学对生成认知具有深刻影响。同时, 詹姆斯、杜威等人的实用主义哲学对于实践行动的强调也深刻影响了生成认知。这种认知观强调了“行动”对心智的意义, 引发许多争议, 也促进了心理学研究范式的转变。",2019,51,11,1270,1280,11
"孙中山的心理建设思想及其现实意义","王静,霍涌泉(),宋佩佩(),张心怡(),杨双娇,柏洋","2019 Vol. 51 Issue (11)  1281-1290<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01281","心理建设思想是孙中山革命和建设理论的重要内容。目前, 学术界对孙中山的思想在哲学、政治、文化等领域, 做了较多研究, 而从心理学视角的探索还较少。孙中山非常重视人的心理对社会政治的巨大作用, 强调心理建设对于人类发展和进步的重要意义。心理建设在他的革命与建国方略中具有极为重要的地位, 他创造性地提出了“知难行易”的命题, 强调了科学认知的艰难和重要性, 体现了孙中山独特的知行观。突出了心理建设在革命与建设中的核心价值和引领作用, 主张心理建设与社会发展和国家建设相联系。在当今时代中, 孙中山的心理建设思想依旧熠熠生辉, 他的奋斗精神、思路与方法已经成为我们实现民族复兴和现代化建设的宝贵精神财富, 具有重要的启迪作用和现实意义。",2019,51,11,1281,1290,10
"掩蔽刺激对目标识别加工的作用：来自fNIRS的证据","杨海波1,2,3,刘和珺2,章鹏2,李量4()","2019 Vol. 51 Issue (11)  1187-1197<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01187","信息掩蔽刺激(如随机字母群)对字母视觉搜索的干扰大于能量掩蔽刺激(如将字母群像素随机化后的散点), 但相应的中枢机理还不清楚。本研究采用记录脑代谢激活模式的功能性近红外光学脑成像技术(fNIRS), 考察年轻成年被试分别在字母掩蔽、字母碎片掩蔽、像素掩蔽条件下判断上、下、左、右四个目标字母是否相同时的大脑皮层氧合血红蛋白浓度的变化。结果显示, 依字母、字母碎片、随机散点掩蔽条件顺序, 被试的搜索任务成绩显著递增, 而顶-枕皮层的激活范围与程度显著递减, 表明信息掩蔽较匹配的能量掩蔽对视觉搜索有更大的干扰作用, 并在初级和联合视觉皮层引发更大的激活。在字母碎片掩蔽条件下, 视觉初级皮层部分区域的激活水平与搜索行为绩效的相关显著, 而在字母掩蔽条件下, 视觉联合皮层部分区域的激活水平与搜索行为绩效的相关显著。这进一步说明信息掩蔽中的字母掩蔽和字母碎片掩蔽的掩蔽作用在大脑皮层上所造成的加工负载存在差异。",2019,51,11,1187,1197,11
"反馈评估的局部背景依赖效应：ERP研究","朱树青,翟昱,贾世伟()","2019 Vol. 51 Issue (11)  1198-1207<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01198","人脑对反馈的评估依赖于其所处背景。但是只能依赖整体背景(整个组块的结果范围), 还是可以依赖局部背景(单个试次的结果范围)进行评估, 目前并不清楚。本研究通过获益/损失线索操纵所在试次的反馈背景, 探讨反馈评估仅依赖整体背景, 还是可延伸到局部水平。25名被试参与实验。结果发现, 背景试次间变化时, 在获益背景下, ￥0 (负反馈)比+ ￥4 (正反馈)引发更负的FRN (feedback-related negativity); 在损失背景下, - ￥4 (负反馈)比￥0 (正反馈)引发更负的FRN。这一结果说明反馈评估以某线索背景中可能的结果为参考对象, FRN的背景依赖可以延伸到局部水平。结合前人研究, 推测任务类型和反馈真实性会调节背景依赖水平。在含真实反馈的主动性任务中, FRN的背景依赖效应可延伸至局部水平。",2019,51,11,1198,1207,10
"奖励和惩罚在注意控制过程中的优化和分离：眼动研究","张阔1,何立媛2,赵莹1,王敬欣2()","2019 Vol. 51 Issue (11)  1207-1219<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01207","通过两个眼动实验考察金钱奖励和惩罚引起的动机对个体在不同空间线索条件下注意控制加工的影响。实验1采用朝向/反向眼跳范式, 被试通过内源性线索提供心理准备的情况下做出简单的朝向眼跳以及需要抑制优势反应的反向眼跳。结果发现, 相比无奖惩条件, 奖励条件下朝向眼跳任务的正确率更高, 惩罚条件下反向眼跳任务的正确率更高; 两种眼跳任务中有奖惩条件下的眼跳峰速度均比无奖惩条件高。实验2采用Go/No-go任务, 进一步探讨了由副中央凹加工外源性边缘线索从而不能提供充分心理准备的情况下奖励和惩罚对注意控制的影响。结果发现, 奖励条件下Go反应的眼跳潜伏期更短, 惩罚条件下No-go反应正确率更高, 眼跳峰速度在两种条件下均比无奖惩条件高。以上结果表明, 奖励和惩罚均能够促进个体的注意控制, 但二者的加工过程是分离的, 奖励能够改善趋近行为, 惩罚则能够显著促进抑制控制行为, 且奖励和惩罚在注意控制加工过程中具有不同的作用模式, 奖励能够更早唤醒注意控制系统从而更快地促进行为的发生与执行, 惩罚则能够通过调节注意资源促进以目标为导向的行为中对优势反应的抑制。",2019,51,11,1207,1219,13
"预期对路径整合的影响","张为威,黄建平,宛小昂()","2019 Vol. 51 Issue (11)  1219-1228<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01219","人们通过整合自身运动信息进行的空间巡航称为路径整合。本研究采用头盔式虚拟现实和分段式虚拟迷宫, 探究个体的预期如何影响其路径整合的准确性。任务要求被试从包含4个或8个路段的外出路径的起点出发, 行经所有路段后到达外出路径的终点, 再从终点直接返回起点。三组被试在实验前接受不同的指导语, 并因此对正确返航距离产生不同的预期。实验结果表明, 个体返回起点的行为反应受到外出路径特点的影响, 而且反应的准确性在实际情形违背预期时比符合预期时更低。这样的研究结果表明, 预期作为一种非感知觉因素而影响人们进行路径整合, 体现了人类路径整合的高度适应性和策略性。",2019,51,11,1219,1228,10
"颜色范畴知觉效应发生在大脑两半球：来自纳西族和汉族的证据","谢书书1,张积家2(),朱君3","2019 Vol. 51 Issue (11)  1229-1243<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01229","采用色环搜索单任务和双任务范式, 考察语言中区分蓝、绿的汉族和语言中蓝、绿混用的纳西族对蓝色和绿色的辨别是否存在颜色范畴知觉效应(Categorical perception, 以下简称为CP效应)。结果发现：(1)纳西族对蓝色和绿色的区分比汉族困难, 体现了语言的作用; (2)语言中蓝、绿混用的纳西族与语言中区分蓝、绿的汉族都出现显著的蓝绿CP效应; (3)两个民族被试的左视野的CP效应受到图形记忆次任务的显著干扰, 说明左视野的CP效应与右脑激活有关。整个研究表明, 颜色CP效应既存在普遍的知觉机制, 也存在语言驱动机制, 语言的作用存在直接效应。研究结果支持颜色词与颜色认知的相互作用理论。",2019,51,11,1229,1243,15
"发展资源在减少青少年外化问题行为中的累积效应及关系模式","常淑敏(),张丽娅,王玲晓","2019 Vol. 51 Issue (11)  1244-1255<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01244","以1219名初一学生为被试进行间隔一年的追踪研究, 考察了发展资源对青少年当前和一年后外化问题行为的累积效应及其关系模式, 并进一步探讨了性别在关系模式中可能存在的调节作用。结果表明：(1)发展资源对青少年当前和一年后外化问题行为的减少均具有累积效应, 具体而言, 发展资源对青少年当前外化问题行为的累积效应呈二次函数的非线性模式, 而对青少年一年后外化问题行为的累积效应呈线性模式; (2)性别的调节作用仅在累积发展资源与青少年当前外化问题行为间的二次函数模式中显著。研究结果为有针对性地进行资源构建, 预防和减少青少年外化问题行为提供了依据。",2019,51,11,1244,1255,12
"越多接触就越愿意接触?取决于效价与效能","黄飞1(),王昌成1,石宽宽2,阿巴拜克热·哈力克3,李林鹏4","2019 Vol. 51 Issue (11)  1256-1268<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01256","在我国族际背景中, 检验两种效价族际接触的效应及其机制。研究1从内地和新疆抽取有过族际互动经验的维吾尔族和汉族大学生(内地、新疆的汉族、维吾尔族样本量分别为448、791, 375、901), 研究2从宁夏抽取回族和汉族中学生(回族565, 汉族957)。两个研究共在6个样本上检验积极和消极族际接触对族际接触意愿的效应, 并检验族际自我效能的中介作用。结果表明, 积极族际接触明显多于消极族际接触; 积极族际接触越多族际接触意愿越高, 消极族际接触越多族际接触意愿越低, 积极族际接触的促进效应大于消极族际接触的阻碍效应; 族际自我效能部分中介积极族际接触对族际接触意愿的效应, 能更有效的中介消极族际接触的效应; 两种效价族际接触的效应在多数群体和少数群体间总体上没有预期的差异。研究结果对于了解我国族际接触的现状和效应、丰富群际接触研究证据有理论意义, 对于加强各民族交往交流交融具有实践意义。",2019,51,11,1256,1268,13
"生成认知：理论基础与实践走向","叶浩生,曾红(),杨文登()","2019 Vol. 51 Issue (11)  1270-1280<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1041.2019.01270","生成认知是具身认知思潮中的一个新取向。它主张认知是通过身体活动“生成的” (enacted)。认知的起点不是一个怎样精确表征世界的信息加工问题, 而是行动者在情境中怎样利用知觉来指导自己的行动。认知不是通过精确的心理表征“恢复”世界, 而是通过知觉引导的行动“生成”或“造就”一个自己的世界。认知是具身的行动, 认知结构形成于经常和反复出现的感觉运动模式, 与身体构造和身体活动具有深刻连续性。梅洛·庞蒂的身体现象学对生成认知具有深刻影响。同时, 詹姆斯、杜威等人的实用主义哲学对于实践行动的强调也深刻影响了生成认知。这种认知观强调了“行动”对心智的意义, 引发许多争议, 也促进了心理学研究范式的转变。",2019,51,11,1270,1280,11
