"title","authors","issue","abstract","year","vol","no","start_page","end_page","pages"
"Logistic模型的系数比较问题及解决策略：一个综述[J].","洪岩璧.","社会杂志,2015,35(4):220-.","本文介绍了Logistic模型中经常被忽视的系数比较问题，包括同一样本在不同模型间的系数比较和在不同样本或子群体间的模型系数比较。研究者往往会沿袭线性回归模型的系数比较方法，但这是不恰当的，因为Logistic模型存在未被观测到的异质性（残差变异）问题，所以模型间系数不能进行简单的直接比较。根据已有研究，本文总结了解决这一问题的五种策略，分别是“y*标准化”、KHB分解、异质选择模型、平均偏效应（APE）和线性概率模型（LPM），然后利用CGSS2006数据，以教育递进率模型为例，比较这些解决策略的异同，最后总结这些策略的特征及适用情况。",2015,35,4,220,NA,NA
"Logistic模型的系数比较问题及解决策略：一个综述[J].","洪岩璧.","社会杂志,2015,35(4):220-.","本文介绍了Logistic模型中经常被忽视的系数比较问题，包括同一样本在不同模型间的系数比较和在不同样本或子群体间的模型系数比较。研究者往往会沿袭线性回归模型的系数比较方法，但这是不恰当的，因为Logistic模型存在未被观测到的异质性（残差变异）问题，所以模型间系数不能进行简单的直接比较。根据已有研究，本文总结了解决这一问题的五种策略，分别是“y*标准化”、KHB分解、异质选择模型、平均偏效应（APE）和线性概率模型（LPM），然后利用CGSS2006数据，以教育递进率模型为例，比较这些解决策略的异同，最后总结这些策略的特征及适用情况。",2015,35,4,220,NA,NA
"Logistic模型的系数比较问题及解决策略：一个综述[J].","洪岩璧.","社会杂志,2015,35(4):220-.","本文介绍了Logistic模型中经常被忽视的系数比较问题，包括同一样本在不同模型间的系数比较和在不同样本或子群体间的模型系数比较。研究者往往会沿袭线性回归模型的系数比较方法，但这是不恰当的，因为Logistic模型存在未被观测到的异质性（残差变异）问题，所以模型间系数不能进行简单的直接比较。根据已有研究，本文总结了解决这一问题的五种策略，分别是“y*标准化”、KHB分解、异质选择模型、平均偏效应（APE）和线性概率模型（LPM），然后利用CGSS2006数据，以教育递进率模型为例，比较这些解决策略的异同，最后总结这些策略的特征及适用情况。",2015,35,4,220,NA,NA
"Logistic模型的系数比较问题及解决策略：一个综述[J].","洪岩璧.","社会杂志,2015,35(4):220-.","本文介绍了Logistic模型中经常被忽视的系数比较问题，包括同一样本在不同模型间的系数比较和在不同样本或子群体间的模型系数比较。研究者往往会沿袭线性回归模型的系数比较方法，但这是不恰当的，因为Logistic模型存在未被观测到的异质性（残差变异）问题，所以模型间系数不能进行简单的直接比较。根据已有研究，本文总结了解决这一问题的五种策略，分别是“y*标准化”、KHB分解、异质选择模型、平均偏效应（APE）和线性概率模型（LPM），然后利用CGSS2006数据，以教育递进率模型为例，比较这些解决策略的异同，最后总结这些策略的特征及适用情况。",2015,35,4,220,NA,NA
"Logistic模型的系数比较问题及解决策略：一个综述[J].","洪岩璧.","社会杂志,2015,35(4):220-.","本文介绍了Logistic模型中经常被忽视的系数比较问题，包括同一样本在不同模型间的系数比较和在不同样本或子群体间的模型系数比较。研究者往往会沿袭线性回归模型的系数比较方法，但这是不恰当的，因为Logistic模型存在未被观测到的异质性（残差变异）问题，所以模型间系数不能进行简单的直接比较。根据已有研究，本文总结了解决这一问题的五种策略，分别是“y*标准化”、KHB分解、异质选择模型、平均偏效应（APE）和线性概率模型（LPM），然后利用CGSS2006数据，以教育递进率模型为例，比较这些解决策略的异同，最后总结这些策略的特征及适用情况。",2015,35,4,220,NA,NA
"Logistic模型的系数比较问题及解决策略：一个综述[J].","洪岩璧.","社会杂志,2015,35(4):220-.","本文介绍了Logistic模型中经常被忽视的系数比较问题，包括同一样本在不同模型间的系数比较和在不同样本或子群体间的模型系数比较。研究者往往会沿袭线性回归模型的系数比较方法，但这是不恰当的，因为Logistic模型存在未被观测到的异质性（残差变异）问题，所以模型间系数不能进行简单的直接比较。根据已有研究，本文总结了解决这一问题的五种策略，分别是“y*标准化”、KHB分解、异质选择模型、平均偏效应（APE）和线性概率模型（LPM），然后利用CGSS2006数据，以教育递进率模型为例，比较这些解决策略的异同，最后总结这些策略的特征及适用情况。",2015,35,4,220,NA,NA
"Logistic模型的系数比较问题及解决策略：一个综述[J].","洪岩璧.","社会杂志,2015,35(4):220-.","本文介绍了Logistic模型中经常被忽视的系数比较问题，包括同一样本在不同模型间的系数比较和在不同样本或子群体间的模型系数比较。研究者往往会沿袭线性回归模型的系数比较方法，但这是不恰当的，因为Logistic模型存在未被观测到的异质性（残差变异）问题，所以模型间系数不能进行简单的直接比较。根据已有研究，本文总结了解决这一问题的五种策略，分别是“y*标准化”、KHB分解、异质选择模型、平均偏效应（APE）和线性概率模型（LPM），然后利用CGSS2006数据，以教育递进率模型为例，比较这些解决策略的异同，最后总结这些策略的特征及适用情况。",2015,35,4,220,NA,NA
"Logistic模型的系数比较问题及解决策略：一个综述[J].","洪岩璧.","社会杂志,2015,35(4):220-.","本文介绍了Logistic模型中经常被忽视的系数比较问题，包括同一样本在不同模型间的系数比较和在不同样本或子群体间的模型系数比较。研究者往往会沿袭线性回归模型的系数比较方法，但这是不恰当的，因为Logistic模型存在未被观测到的异质性（残差变异）问题，所以模型间系数不能进行简单的直接比较。根据已有研究，本文总结了解决这一问题的五种策略，分别是“y*标准化”、KHB分解、异质选择模型、平均偏效应（APE）和线性概率模型（LPM），然后利用CGSS2006数据，以教育递进率模型为例，比较这些解决策略的异同，最后总结这些策略的特征及适用情况。",2015,35,4,220,NA,NA
"Logistic模型的系数比较问题及解决策略：一个综述[J].","洪岩璧.","社会杂志,2015,35(4):220-.","本文介绍了Logistic模型中经常被忽视的系数比较问题，包括同一样本在不同模型间的系数比较和在不同样本或子群体间的模型系数比较。研究者往往会沿袭线性回归模型的系数比较方法，但这是不恰当的，因为Logistic模型存在未被观测到的异质性（残差变异）问题，所以模型间系数不能进行简单的直接比较。根据已有研究，本文总结了解决这一问题的五种策略，分别是“y*标准化”、KHB分解、异质选择模型、平均偏效应（APE）和线性概率模型（LPM），然后利用CGSS2006数据，以教育递进率模型为例，比较这些解决策略的异同，最后总结这些策略的特征及适用情况。",2015,35,4,220,NA,NA
"Logistic模型的系数比较问题及解决策略：一个综述[J].","洪岩璧.","社会杂志,2015,35(4):220-.","本文介绍了Logistic模型中经常被忽视的系数比较问题，包括同一样本在不同模型间的系数比较和在不同样本或子群体间的模型系数比较。研究者往往会沿袭线性回归模型的系数比较方法，但这是不恰当的，因为Logistic模型存在未被观测到的异质性（残差变异）问题，所以模型间系数不能进行简单的直接比较。根据已有研究，本文总结了解决这一问题的五种策略，分别是“y*标准化”、KHB分解、异质选择模型、平均偏效应（APE）和线性概率模型（LPM），然后利用CGSS2006数据，以教育递进率模型为例，比较这些解决策略的异同，最后总结这些策略的特征及适用情况。",2015,35,4,220,NA,NA
"Logistic模型的系数比较问题及解决策略：一个综述[J].","洪岩璧.","社会杂志,2015,35(4):220-.","本文介绍了Logistic模型中经常被忽视的系数比较问题，包括同一样本在不同模型间的系数比较和在不同样本或子群体间的模型系数比较。研究者往往会沿袭线性回归模型的系数比较方法，但这是不恰当的，因为Logistic模型存在未被观测到的异质性（残差变异）问题，所以模型间系数不能进行简单的直接比较。根据已有研究，本文总结了解决这一问题的五种策略，分别是“y*标准化”、KHB分解、异质选择模型、平均偏效应（APE）和线性概率模型（LPM），然后利用CGSS2006数据，以教育递进率模型为例，比较这些解决策略的异同，最后总结这些策略的特征及适用情况。",2015,35,4,220,NA,NA
"Logistic模型的系数比较问题及解决策略：一个综述[J].","洪岩璧.","社会杂志,2015,35(4):220-.","本文介绍了Logistic模型中经常被忽视的系数比较问题，包括同一样本在不同模型间的系数比较和在不同样本或子群体间的模型系数比较。研究者往往会沿袭线性回归模型的系数比较方法，但这是不恰当的，因为Logistic模型存在未被观测到的异质性（残差变异）问题，所以模型间系数不能进行简单的直接比较。根据已有研究，本文总结了解决这一问题的五种策略，分别是“y*标准化”、KHB分解、异质选择模型、平均偏效应（APE）和线性概率模型（LPM），然后利用CGSS2006数据，以教育递进率模型为例，比较这些解决策略的异同，最后总结这些策略的特征及适用情况。",2015,35,4,220,NA,NA
"Logistic模型的系数比较问题及解决策略：一个综述[J].","洪岩璧.","社会杂志,2015,35(4):220-.","本文介绍了Logistic模型中经常被忽视的系数比较问题，包括同一样本在不同模型间的系数比较和在不同样本或子群体间的模型系数比较。研究者往往会沿袭线性回归模型的系数比较方法，但这是不恰当的，因为Logistic模型存在未被观测到的异质性（残差变异）问题，所以模型间系数不能进行简单的直接比较。根据已有研究，本文总结了解决这一问题的五种策略，分别是“y*标准化”、KHB分解、异质选择模型、平均偏效应（APE）和线性概率模型（LPM），然后利用CGSS2006数据，以教育递进率模型为例，比较这些解决策略的异同，最后总结这些策略的特征及适用情况。",2015,35,4,220,NA,NA
"Logistic模型的系数比较问题及解决策略：一个综述[J].","洪岩璧.","社会杂志,2015,35(4):220-.","本文介绍了Logistic模型中经常被忽视的系数比较问题，包括同一样本在不同模型间的系数比较和在不同样本或子群体间的模型系数比较。研究者往往会沿袭线性回归模型的系数比较方法，但这是不恰当的，因为Logistic模型存在未被观测到的异质性（残差变异）问题，所以模型间系数不能进行简单的直接比较。根据已有研究，本文总结了解决这一问题的五种策略，分别是“y*标准化”、KHB分解、异质选择模型、平均偏效应（APE）和线性概率模型（LPM），然后利用CGSS2006数据，以教育递进率模型为例，比较这些解决策略的异同，最后总结这些策略的特征及适用情况。",2015,35,4,220,NA,NA
"从“官吏分途”到“层级分流”:帝国逻辑下的中国官僚人事制度[J].","周雪光.","社会杂志,2016,36(1):1-33.","魏晋南北朝以来的“官吏分途”是中国官僚体制的重大制度变迁,本文从这一角度出发,审视当代中国官员的空间流动状况,提出以“官吏相对谱系”为特点的“层级分流”模式。文章从周雪光的“帝国逻辑”分析框架出发,借用史学研究和社会科学理论来认识和解释人事制度安排与帝国治理逻辑之间的关系。文章认为,从“官吏分途”到“层级分流”,这一人事制度造成了官僚体制的二元结构及其迥然不同的职业生涯、激励设置和利益群体,为中国官僚体制的运作打上了鲜明烙印。本文充实和扩展了“帝国逻辑”的理论思路。",2016,36,1,1,33,33
"行政发包的组织边界:兼论“官吏分途”与“层级分流”现象[J].","周黎安.","社会杂志,2016,36(1):34-64.","本文重新梳理了行政发包制理论中“行政”与“发包”的关系,将政治晋升机制正式引入行政发包关系,定义了行政内部发包与行政外部发包的组织边界。在此基础上,本文重新诠释了历史上的“官吏分途”以及当今的“层级分流”现象。本文认为,从秦汉到明清,中国经历了“官吏分途”和“吏役合一”的双重过程,这实际上代表了中国官僚体制组织边界的重大变化,即从“行政内包”到“行政外包”的过程,而推动整个过程的驱动力是帝国所面临的日益严重的财政压力。本文还对中国历史上国家与社会的关系特征进行了重新表述。相同的历史现象,不同的解析框架,本文与周雪光的帝国逻辑理论进行了一次深入的学术对话。",2016,36,1,34,64,31
"“官吏之别”及“官吏关系”的若干历史问题[J].","楼劲.","社会杂志,2016,36(1):65-75.","本文着眼于中国古代“官”、“吏”区别及其相互关系的基本面貌,讨论了在将此视为当今基层公务人员履职和生存状态的某种渊源时需要注意的一些问题。文中指出:魏晋以来官、吏关系的发展,集中表现为“一个过渡区间的两次重要变迁”;从中可见历代“官”、“吏”界线具有较大幅宽和弹性,又为区别化管理划出了必要边界。其总趋势则是两者从身份鸿沟深刻走向界线松弛,并通过以往吏职成批上升为官职和确保吏员上升为官之途, 不断加强了其间的相通性。这就使明清吏员的生态,仍在朝廷统官而官员统吏的框架下呈现了可控性,具有区别、限制和上升、流动相互衔接、协调的一系列特点。总之古、今基层公务人员之况既有可比之处,又因时代和体制有别,使相似的问题有着不同的症结和解决途径。",2016,36,1,65,75,11
"从“官吏分途”到“群体三分”:中国地方治理的人事结构转换及其政治效应——对周雪光《从“官吏分途”到“层级分流”:帝国逻辑下的中国官僚人事制度》一文的一个补充[J].","刘建军,马彦银.","社会杂志,2016,36(1):76-98.","官吏分途作为古代中国国家治理的人事制度安排,依然具有其延续性和再生性。中国地方和基层治理中官僚群体、派生群体和雇佣群体的三分,与官吏分途有着异曲同工之妙。本文作为对周雪光《从“官吏分途”到“层级分流”:帝国逻辑下的中国官僚人事制度》一文的一个补充,提出群体三分是更接近官吏分途的延续者与变异者。层级分流与群体三分,共同构成了地方和基层治理的主干。官吏之间在数量和规模上的不对称与目前官僚群体、派生群体和雇佣群体在数量和规模上的不对称是相通的。雇佣群体是影响地方和基层治理绩效的重要因素。进入层级分流的精英群体或干部群体,除了具有经济学和社会学意义上的理性之外,还拥有政党所赋予的使命。使命政治是对晋升锦标赛政治的一个补充,它是解释中国的巨变和崛起的重要视角之一。",2016,36,1,76,98,23
"嘉绒藏人的房名制、内婚制与改土设屯——金川嘉绒社会的国家进程[J].","胡冬雯.","社会杂志,2016,36(1):99-123.","在中国西南地区,国家力量通过改土归流,促使地方社会组织和文化转变,建立了官员治理之“民”间的平等地位。清乾隆年间,四川省金川县的嘉绒社会经历了裁撤土司、设立屯兵、划分土地与征税等一系列变化,但嘉绒人的房名制度、阶层内婚和劳役的存在,共同再生产了土司时代的等级社会;加上国家对藏传佛教的认可,土官获得了基于宗教的传统政治权威。嘉绒社会呈现出不同于华南和西南其他地区的国家进程。",2016,36,1,99,123,25
"清代边疆地区社会阶层的变动与文化面貌的转变:以广西靖西县墓碑、石刻等历史资料为中心的考察[J].","杜树海.","社会杂志,2016,36(1):124-150.","本文主要利用广西靖西县几个村庄的墓碑、石刻资料,揭示清代边疆民族地区社会阶层的变动与文化面貌的转变。清初,归顺州(今广西靖西县)实行“改土归流”,帝国统一的文教制度——科举制度——随之推行,基层权势阶层逐渐实现由土司头目向功名人士的递嬗。新兴功名人士阶层不仅参与兴建庙宇等公共事务,还在家族内部创造出书写祖先谱系的新传统;发展壮大后的他们进而还重构了地方历史。地方社会的阶层变动与文化建构促进了传统中国的边疆建构与国家整合。",2016,36,1,124,150,27
"生产“社会”,还是社会的自我生产?——以一个NGO的扶贫困境为例[J].","孙飞宇,储卉娟,张闫龙.","社会杂志,2016,36(1):151-185.","兼具社会改造理想与实践的社会组织,会在其具体的社会行动中与既有的社会－政治结构产生何种碰撞,其结果如何,是理解公益组织社会行动的关键问题。本文从“生产社会”的议题出发,通过对一个社会公益组织的结构特征及其扶贫实践的研究发现,一个具有明确理念与行动目标,以及与之相应的严格制度建设与纪律要求的公益组织,会在具体的实践过程中遭遇到与其目标相反的种种困境。生产社会的目标可能会在组织实践中落空,而该组织甚至会逐渐成为地方社会得以再生产的空间。由此,本文试图回应公益社会实践研究中的重要观点,即实践走向“生产社会”,并希望引发对行动实践效果的反思与关注。",2016,36,1,151,185,35
"伦理沦丧抑或是伦理转向:现代化视域下中国农村家庭资源的代际分配研究[J].","狄金华,郑丹丹.","社会杂志,2016,36(1):186-212.","本文将家庭资源分配置于三代的代际链,将家庭资源分配中的“亲代优先性”和“成年子代优先性”结合起来形成资源代际分配的四个亚类型,并以此来审视当前农村家庭养老中的资源分配。通过对CHARLS数据的分析发现,个体的现代化程度在一定程度上会影响其家庭资源的代际分配决策,其中,个体的现代化(尤其是经济状况的改进)使其在资源分配时倾向于支持子代。基于此,本文提出,农村家庭资源的代际分配并未呈现“伦理沦丧”特征,上位优先型的分配方式仍在家庭资源代际分配中占据重要位置;造成农村家庭对亲代赡养资源供给不及现象的原因并不总是“伦理危机”,而由“伦理转向”所导致的下位优先分配原则可能是上述现象的重要诱因之一。",2016,36,1,186,212,27
"生命历程视角的城市居民二套房获得[J].","吴开泽.","社会杂志,2016,36(1):213-240.","本文从生命历程理论视角研究住房市场化背景下宏观和微观因素对城市居民二套房获得的影响,提出了“世代机遇论”“购房时机说”“精英优势论”“家庭禀赋说”和“理性选择说”等命题,并依据2010年广州市千户问卷调查数据,运用离散时间事件史模型进行验证。研究发现,在二套房获得上,世代和单位因素影响减弱,职业地位和家庭因素影响增强,经济管理精英、专业精英,以及家庭经济能力强、家庭资助或在房改结束前获得首套房的居民具有优势,房价上涨在一定程度上促进了二套房的购买。本文认为,早期市场化改革为不同阶层提供了住房机遇,但再分配和市场导致的住房不平等在住房市场化过程中相互强化,未来住房改革的重点在于避免住房贫富分化加剧。",2016,36,1,213,240,28
"生命历程视角的城市居民二套房获得[J].","吴开泽.","社会杂志,2016,36(1):213-240.","本文从生命历程理论视角研究住房市场化背景下宏观和微观因素对城市居民二套房获得的影响,提出了“世代机遇论”“购房时机说”“精英优势论”“家庭禀赋说”和“理性选择说”等命题,并依据2010年广州市千户问卷调查数据,运用离散时间事件史模型进行验证。研究发现,在二套房获得上,世代和单位因素影响减弱,职业地位和家庭因素影响增强,经济管理精英、专业精英,以及家庭经济能力强、家庭资助或在房改结束前获得首套房的居民具有优势,房价上涨在一定程度上促进了二套房的购买。本文认为,早期市场化改革为不同阶层提供了住房机遇,但再分配和市场导致的住房不平等在住房市场化过程中相互强化,未来住房改革的重点在于避免住房贫富分化加剧。",2016,36,1,213,240,28
"中国传统社会的双轨治理体系——封建与郡县之辨[J].","渠敬东.","社会杂志,2016,36(2):1-31.","对于中国社会的考察,要接续潘光旦、费孝通等前辈的学术路径,回到传统社会分析的古典范畴。传统社会由殷周、秦汉之变,以及后续各代的发展变迁,均围绕着封建制与郡县制的辩证关系而展开。封建一方面以宗法、丧服、宗庙等礼制,以亲亲、尊尊的差等秩序为原则,确立了君统与宗统之间的逻辑关联,另一方面则以天命的神圣观,确立了君民之间的自然天养的普遍法则,使民彝与民生成为了根本的治理基础。郡县则强调战国以来的历史势变,革除了封建制各私其土的乱政之源,反而开创了一个“公天下”的世界,确立了一种超国家形态的帝国政制体系。近世以来,王夫之、顾炎武等强调寓封建之意于郡县之中,旨在依据圣人对于三代之制的理解,打破尽天下一切之权,而收之在上的集权制系统,重新理顺“公”“私”之辨。不过,对于经学意义上的封建的考察,仍是一件需要进一步推敲的工作。",2016,36,2,1,31,31
"经典之争:丧服制度与法律秩序——以汉唐之际的母杀父案为例[J].","景风华.","社会杂志,2016,36(2):31-57.","在发生母杀父的人伦惨剧时,子女应当如何作为是困扰中国传统法律的难题。中国传统士大夫就这一问题的论争主要围绕着对《丧服》等经典的诠释展开。在“继母杀父”的案件中,孔季彦由“绝生母”推导出“绝继母”,而汉武帝从“继母如母”的经义本身得出继母身份的存废依据,魏晋丧服学家则进一步提出继母可能因失去配父之义而丧失母名,然亲生母子关系却不会断绝的观点。在“亲母杀父”的立法之争中,窦瑗立足于父系伦理,强调“父尊母卑”,要求人子“为父绝母”,控告母亲;封君义则站在孝子的服制立场上,认为子女对于父母的情感是相同的,理应保持缄默。后一观点的阶段性胜利使中国传统法有关母子关系的规定在父系家族伦理秩序中呈现出别样的面貌。",2016,36,2,31,57,27
"劳工宿舍的另一种可能:作为现代文明教化空间的民国模范劳工宿舍[J].","杨可.","社会杂志,2016,36(2):58-76.","通过对民国时期劳工宿舍建设的制度环境和实践进行梳理,本文发现,追求建设现代国家和改良社会风俗的政府大力倡导劳工宿舍建设,希望借此推进国家文明化进程;同时,具有现代意识的民族企业家也积极探索在宿舍空间教化现代文明新人之路。然后进一步以天津东亚毛纺公司和重庆民生公司两家模范企业的劳工宿舍为代表,探讨了其中的劳工教育、群体团结和劳工自治等议题。本文发现,在积极的制度环境下,一些模范企业的劳工宿舍作为劳工教育的试验场,成为孕育群体团结的文化空间和培养现代公民的自治空间。民国时期的模范劳工宿舍为思考如何突破当下“宿舍劳动体制”的困境提供了帮助,为探索社会主义转型时期的劳工居住空间建设开启了另一种可能。",2016,36,2,58,76,19
"社会学家作为说故事者[J].","叶启政.","社会杂志,2016,36(2):77-98.","过去,一些重要的西方社会学者主张,社会学者最主要的任务乃在于挖掘与诠释社会互动现象所可能意涵的“未预期结果”。在结构功能论之思维传统的主导下,最具代表性的,莫过于默顿的说法,他认为,“未预期结果”是客观地存在于社会体系中的一种具潜在功能作用的社会事实,乃反映着那些有助于体系的调整与适应、但却未能为该体系之参与者所意图、且认识到的客观结果。在本文中,笔者则采取另类的观点,尝试表达如下的见解,其实,社会学家原本只不过是一个编织故事的艺匠而已。他大体上犹如都市中漫游的行走者,一直处于当下此刻,在一再分岔的街道上一边行走一边浏览着沿途的景观,也就是说,他选择个人特别亲近的、但具深邃文化－历史意涵的某种核心概念作为出发点,以不断分岔的方式来编织“社会”的图像。准此,韦伯所提出之理念型的研究策略,可以说是最为典型的例证。",2016,36,2,77,98,22
"滕尼斯的“新科学”:“1880/1881年手稿”及其基本问题[J].","张巍卓.","社会杂志,2016,36(2):99-122.","在早期的1880/1881年手稿《共同体与社会——文化哲学的原理》中,滕尼斯奠定了一门经验的文化科学及其未来理论体系的基础。通过对这部作品的考察,本文揭示了滕尼斯的“文化科学”内含的三个辩证运动着的维度:(1)洞察经验事实;(2)在对事实进行反思的基础上形成生活理想;(3)寻求在经验中实现理想。对滕尼斯来说,“文化科学”的奠基工作同他对德国现实命运的关切紧密联系,面对抽象个人主义与国家专制主义的双重困境,滕尼斯产生了重塑伦理生活的理想。通过“文化科学”对人性的重新解读,他提出了一种可能的“共同体”的生活模式。在1887年出版的第一版《共同体与社会》里,滕尼斯将历史的维度加入“文化科学”之中,继承并发展了1880/1881年手稿的基本问题。本文尝试指出,考察滕尼斯所奠基的文化科学传统,对于反思当今的社会科学研究仍然具有启发意义。",2016,36,2,99,122,24
"收入不平等对中国居民幸福感的影响及其机制研究[J].","黄嘉文.","社会杂志,2016,36(2):123-145.","本文立足于社会规范视角,以中国综合社会调查(CGSS)数据为基础,考察与分析区域层次的收入不平等对居民幸福感的影响及其机制。结果显示,当前中国的收入不平等会损害个人对幸福的积极体验。与高收入群体相比,低收入群体更容易产生这种负向感知。相对剥夺和关系信任构成的社会心理过程是影响收入不平等与个人幸福感关系的重要机制,资源供给机制未获调查数据的支持。在此基础上,本文认为,国民幸福感的高低并非取决于收入不平等本身,而是分配体系构建的合理性。所以,建立具有公平正义价值导向的收入分配体系是提升中国居民幸福感的发展方向。",2016,36,2,123,145,23
"由心至身:阶层影响身体的社会心理机制[J].","郭慧玲.","社会杂志,2016,36(2):146-166.","本研究应用2010年中国综合社会调查(CGSS2010)数据分析身体健康与社会阶层的关系及其社会心理机制。在区分身体健康和心理健康的基础上,整合社会学和心理学相关理智资源,将在社会科学领域中越来越具有理论意义的身体研究延伸至经验研究层面。研究表明,个体身体的健康程度在某种程度上是社会阶层在个体身上印刻的结果,而这种印刻过程是通过阶层认同、群际伤害、习得性无助和情感支持等心理过程得以达成。",2016,36,2,146,166,21
"职业教育与普通高中教育收入回报之差异[J].","陈伟,乌尼日其其格.","社会杂志,2016,36(2):167-190.","讨论教育回报时,职业教育和普通高中教育之间所存在的实质性区别往往被学者忽略。本文使用中国家庭动态调查2010年基线调查数据来分析职业教育与普通高中教育在收入回报上的差异。结果表明,在控制教育类型的选择性因素和个人工作经验等变量的情况下,接受职业教育者比接受普通高中教育者有更多的收入回报。不过,收入回报的差异随教育世代而变化,改革开放早期接受职业教育者比接受普通高中教育者拥有较高的回报, 1990年后接受职业教育者的收入回报已没有优势。本文认为,职业教育有回报优势源自于他们在高等教育供给不足的特定历史背景下更有可能从事专业技术性工作,而职业教育回报优势的消失则是因为高校扩招所带来的职业教育文凭价值相对降低。",2016,36,2,167,190,24
"“抑郁症如何产生”的社会学分析:基于新自由主义全球化的视角[J].","萧易忻.","社会杂志,2016,36(2):191-214.","本文旨在解释中国抑郁症病患比例在国际上偏低的原因。通过整理社会理论,本文提出了一个“抑郁症产生”的社会学分析框架,此框架是以“全球/国际”“国家/国内”两层次以及“社会结构”“社会建构”两方面为矩阵所组成的思考框架。具体而言,新自由主义全球化同时造成中国在“社会结构”与“社会建构”上的改变。中国在“社会结构”上已具备生成抑郁症的基础,但“社会建构”的条件尚有不足或被隐藏。然而,“社会建构”较“社会结构”在产生抑郁症上更为关键,一旦“社会建构”的条件更充分,中国抑郁症病患的比例预计将会增加。",2016,36,2,191,214,24
"悖论的可见性:《9个gay》与《一屋赞客》对同性恋的再现[J].","罗牧原.","社会杂志,2016,36(2):215-241.","本文通过对《9个gay》和《一屋赞客》中同性恋相关内容的分析,意在说明在异/同性恋正统主义的逻辑下,网络视频对同性恋的再现被囿于私领域的牢笼,消费、爱情与亲密关系、家庭等成为同性恋生活的核心面向,而私领域与性别维度以外的同性恋生活则被剥夺了可见性的资格。与这种逻辑相对应的同性恋形象指向了年轻的城市中产阶级,而没有能力、没有条件、没有意愿遵循这种逻辑的人被进一步边缘化,变得更加的不可见、不可理解。这是一种充满悖论的可见性:一方面,它有利于改变社会对同性恋的污名化和刻板印象,并为争取同性恋的公民权利打下基础;另一方面,这种可见性是以剥夺了私领域以外的生活与更加边缘的群体的可见性为代价的,它并非一条通往自由之路,而更容易将人引入歧途。",2016,36,2,215,241,27
"悖论的可见性:《9个gay》与《一屋赞客》对同性恋的再现[J].","罗牧原.","社会杂志,2016,36(2):215-241.","本文通过对《9个gay》和《一屋赞客》中同性恋相关内容的分析,意在说明在异/同性恋正统主义的逻辑下,网络视频对同性恋的再现被囿于私领域的牢笼,消费、爱情与亲密关系、家庭等成为同性恋生活的核心面向,而私领域与性别维度以外的同性恋生活则被剥夺了可见性的资格。与这种逻辑相对应的同性恋形象指向了年轻的城市中产阶级,而没有能力、没有条件、没有意愿遵循这种逻辑的人被进一步边缘化,变得更加的不可见、不可理解。这是一种充满悖论的可见性:一方面,它有利于改变社会对同性恋的污名化和刻板印象,并为争取同性恋的公民权利打下基础;另一方面,这种可见性是以剥夺了私领域以外的生活与更加边缘的群体的可见性为代价的,它并非一条通往自由之路,而更容易将人引入歧途。",2016,36,2,215,241,27
"中国当代的高等教育、精英形成与社会分层——来自“首都大学生成长追踪调查”的初步发现[J].","吴晓刚.","社会杂志,2016,36(3):1-31.","",2016,36,3,1,31,31
"向党靠拢,被党接纳:大学生入党问题研究[J].","谢桂华,张阳阳.","社会杂志,2016,36(3):32-63.","",2016,36,3,32,63,32
"中国高学历劳动者的教育匹配与收入回报[J].","李骏.","社会杂志,2016,36(3):64-85.","",2016,36,3,64,85,22
"家庭背景、学业表现与研究生教育机会获得[J].","李忠路.","社会杂志,2016,36(3):86-109.","",2016,36,3,86,109,24
"组织动员、行动策略与机会结构——业主集体行动结果的影响因素分析[J].","盛智明.","社会杂志,2016,36(3):110-139.","",2016,36,3,110,139,30
"维权情境中的自发性认知解放——以业主积极分子的权利意识的演进为例[J].","孙小逸,黄荣贵.","社会杂志,2016,36(3):140-166.","",2016,36,3,140,166,27
"“新代理人”:项目进村中的村治主体研究[J].","李祖佩.","社会杂志,2016,36(3):167-191.","",2016,36,3,167,191,25
"工作-家庭冲突、性别角色与工作满意度——基于第三期中国妇女社会地位调查的实证研究[J].","许琪,戚晶晶.","社会杂志,2016,36(3):192-215.","",2016,36,3,192,215,24
"多代流动效应：来自中国的证据[J].","张桂金,张东,周文.","社会杂志,2016,36(3):216-240.","",2016,36,3,216,240,25
"多代流动效应：来自中国的证据[J].","张桂金,张东,周文.","社会杂志,2016,36(3):216-240.","",2016,36,3,216,240,25
"“把革命带回来”:社会学新视野的拓展[J].","应星.","社会杂志,2016,36(4):1-39.","",2016,36,4,1,39,39
"“读活的书”与“算死的账”:论共产党土地革命中的“算账派”[J].","孟庆延.","社会杂志,2016,36(4):40-75.","",2016,36,4,40,75,36
"学术产出的性别差异:一个社会网络分析的视角[J].","朱依娜,何光喜.","社会杂志,2016,36(4):76-102.","",2016,36,4,76,102,27
"在理念与现实之间——当代中国法治化进程中体制内法治工作者职业倦怠研究[J].","毕向阳.","社会杂志,2016,36(4):103-132.","",2016,36,4,103,132,30
"中国公众的收入公平感:一种新制度主义社会学的解释[J].","刘欣,胡安宁.","社会杂志,2016,36(4):133-156.","",2016,36,4,133,156,24
"更富裕是否意味着更幸福?基于横截面时间序列数据的分析(2003—2013)[J].","吴菲.","社会杂志,2016,36(4):157-185.","",2016,36,4,157,185,29
